Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
WS_c1_which_mclass____4___1_,KEGG Pathway,24,ath03050,Proteasome,,-24,12,18,18982,59,771,29,3.8,0.69,815135|816533|817244|819718|821774|822364|824289|825253|828585|828964|829025|829257|830019|830463|830850|832121|832420|833524|834290|835941|837863|838609|839409|839789|841065|841812|841822|842098|842760,PAA2|RPT2b|PAG1|RPT5A|PAC1|PBB1|PAD1|PBF1|AT4G24820|RPN1B|RPT2a|PBA1|RPN10|RPN8A|EMB2107|RPT6A|AT5G23540|PAA1|PAF1|RPT3|PBE1|EMB2719|AT1G04810|ATS9|AT1G45000|RPT1A|PAE1|PBG1|RPN12a,-21
WS_c1_which_mclass____4___1_,KEGG Pathway,24,ko03050,Proteasome,,-24,12,18,18982,59,771,29,3.8,0.69,815135|816533|817244|819718|821774|822364|824289|825253|828585|828964|829025|829257|830019|830463|830850|832121|832420|833524|834290|835941|837863|838609|839409|839789|841065|841812|841822|842098|842760,PAA2|RPT2b|PAG1|RPT5A|PAC1|PBB1|PAD1|PBF1|AT4G24820|RPN1B|RPT2a|PBA1|RPN10|RPN8A|EMB2107|RPT6A|AT5G23540|PAA1|PAF1|RPT3|PBE1|EMB2719|AT1G04810|ATS9|AT1G45000|RPT1A|PAE1|PBG1|RPN12a,-21
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0032870,cellular response to hormone stimulus,19_GO:0050896 response to stimulus,-14,2.6,9.2,18982,749,771,79,10,1.1,814670|816394|816837|817087|817247|817553|817649|818411|818693|818858|819010|819014|819244|819551|820831|821338|821445|821625|822287|823706|824129|824214|824728|824853|825075|825164|825473|826456|826728|827272|827328|827397|827463|827510|827605|827774|828025|828045|828151|828457|828465|828714|829012|829571|829597|829676|829880|830427|830548|830556|831197|831748|833590|834509|834663|834747|834770|835062|835397|836163|836519|836656|836668|836699|837150|837479|837587|838057|838501|838544|838859|839135|839949|840105|840403|841427|843407|843432|843577,PIN4|PHYB|AT2G23070|EBF1|EIL1|AT2G30020|SKdZeta|PYL4|ERS1|TTL3|COS1|ARL|JAR1|AT3G03940|WSIP2|RACK1C_AT|AT3G19100|EIN3|ICE1|MPK3|BAM2|SNRK2.2|eIF6A|UBA2A|PIL6|AT3G59940|TIR1|AT4G08850|SGT1B|PRL1|SPK1|SNC1|ERF6|PYR1|BIN2|BAM3|BSK3|GRH1|MPK4|SGT1A|CDPK6|ABI1|NINJA|AT4G34220|AGB1|BSK1|MYB73|PYL5|UBP12|CIPK15|KEG|CTR1|YAK1|RAN1|CUL4|LBA1|ERF5|AFB5|RCAR3|SIZ1|SAL1|HB5|GRF8|BAM1|GSK1|PIF3|ARR4|GAI|JAZ1|DHAR1|PATL2|RCN1|AT1G30690|IWS1|GF14 PHI|TOR|TIFY7|PIN3|JAZ6,-11
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0071495,cellular response to endogenous stimulus,19_GO:0050896 response to stimulus,-14,2.5,9.1,18982,785,771,81,11,1.1,814670|816394|816837|817087|817247|817553|817649|818411|818693|818858|819010|819014|819244|819551|820032|820831|821338|821445|821625|822287|823706|824129|824214|824728|824853|825075|825164|825473|826456|826728|827272|827328|827397|827463|827510|827605|827774|828025|828045|828151|828457|828465|828714|829012|829387|829571|829597|829676|829880|830427|830548|830556|831197|831748|833590|834509|834663|834747|834770|835062|835397|836163|836519|836656|836668|836699|837150|837479|837587|838057|838501|838544|838859|839135|839949|840105|840403|841427|843407|843432|843577,PIN4|PHYB|AT2G23070|EBF1|EIL1|AT2G30020|SKdZeta|PYL4|ERS1|TTL3|COS1|ARL|JAR1|AT3G03940|RAPTOR1|WSIP2|RACK1C_AT|AT3G19100|EIN3|ICE1|MPK3|BAM2|SNRK2.2|eIF6A|UBA2A|PIL6|AT3G59940|TIR1|AT4G08850|SGT1B|PRL1|SPK1|SNC1|ERF6|PYR1|BIN2|BAM3|BSK3|GRH1|MPK4|SGT1A|CDPK6|ABI1|NINJA|SHM3|AT4G34220|AGB1|BSK1|MYB73|PYL5|UBP12|CIPK15|KEG|CTR1|YAK1|RAN1|CUL4|LBA1|ERF5|AFB5|RCAR3|SIZ1|SAL1|HB5|GRF8|BAM1|GSK1|PIF3|ARR4|GAI|JAZ1|DHAR1|PATL2|RCN1|AT1G30690|IWS1|GF14 PHI|TOR|TIFY7|PIN3|JAZ6,-11
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0009755,hormone-mediated signaling pathway,19_GO:0023052 signaling,-14,2.7,9.2,18982,640,771,71,9.2,1,814670|816394|817087|817247|817553|817649|818411|818693|818858|819010|819014|819244|819551|820831|821445|821625|822287|823706|824129|824214|824853|825075|825164|825473|826456|826728|827272|827328|827463|827510|827605|827774|828025|828045|828151|828465|828714|829012|829571|829597|829676|829880|830427|830548|830556|831197|831748|833590|834509|834663|834747|834770|835062|835397|836163|836519|836656|836668|836699|837150|837479|837587|838057|838501|839135|840105|840403|841427|843407|843432|843577,PIN4|PHYB|EBF1|EIL1|AT2G30020|SKdZeta|PYL4|ERS1|TTL3|COS1|ARL|JAR1|AT3G03940|WSIP2|AT3G19100|EIN3|ICE1|MPK3|BAM2|SNRK2.2|UBA2A|PIL6|AT3G59940|TIR1|AT4G08850|SGT1B|PRL1|SPK1|ERF6|PYR1|BIN2|BAM3|BSK3|GRH1|MPK4|CDPK6|ABI1|NINJA|AT4G34220|AGB1|BSK1|MYB73|PYL5|UBP12|CIPK15|KEG|CTR1|YAK1|RAN1|CUL4|LBA1|ERF5|AFB5|RCAR3|SIZ1|SAL1|HB5|GRF8|BAM1|GSK1|PIF3|ARR4|GAI|JAZ1|RCN1|IWS1|GF14 PHI|TOR|TIFY7|PIN3|JAZ6,-11
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0048583,regulation of response to stimulus,19_GO:0050789 regulation of biological process,-14,2.6,9,18982,762,771,79,10,1.1,814670|816133|816394|816762|816837|817087|817696|817830|818029|818340|818693|819210|819244|819419|819551|819814|820082|820713|820728|820831|821027|821338|821445|823706|824115|824214|824259|824603|825075|825164|825434|825890|826728|827272|827328|827510|827605|828457|828714|829257|829308|829571|829854|829880|829901|830060|830556|830779|831197|831392|831547|831748|832530|833534|833590|834307|834663|835397|836163|836519|836656|837506|837579|837673|838057|838501|838544|838883|839135|839529|841327|841427|842083|843407|843432|843577|843915|844066|844423,PIN4|AT2G16365|PHYB|SR1|AT2G23070|EBF1|STH|LUH|PTAC12|AS1|ERS1|BRM|JAR1|RPH1|AT3G03940|CHR11|PYK10|AT3G14840|DJ1A|WSIP2|HYH|RACK1C_AT|AT3G19100|MPK3|NAC062|SNRK2.2|ZAR1|AT3G54360|PIL6|AT3G59940|ATERDJ3B|DDB1A|SGT1B|PRL1|SPK1|PYR1|BIN2|SGT1A|ABI1|PBA1|WRKY18|AT4G34220|ACD2|MYB73|SRFR1|AT4G39050|CIPK15|ATAF2|KEG|AT5G15400|BPA1|CTR1|TIP|LSP1|YAK1|AT5G42950|CUL4|RCAR3|SIZ1|SAL1|HB5|CDC5|AT1G10390|MLO2|GAI|JAZ1|DHAR1|GI|RCN1|CRY2|SCD1|TOR|AT1G56300|TIFY7|PIN3|JAZ6|CLV1|EFS|WRKY40,-11
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0006511,ubiquitin-dependent protein catabolic process,19_GO:0008152 metabolic process,-11,2.8,8.3,18982,480,771,55,7.1,0.93,815135|816224|816225|817087|817244|819718|820662|821195|821357|821774|822364|824289|824451|825253|825473|825890|826476|826728|828045|828111|828457|828585|828964|829025|829257|830019|830463|830548|830850|831392|832121|832420|833524|833835|834224|834227|834290|834663|835062|835842|835941|837801|837863|838077|838609|838947|839226|839409|839789|841065|841812|841822|842098|842728|842760,PAA2|AT2G17190|DSK2|EBF1|PAG1|RPT5A|UBP25|RAD23C|BTS|PAC1|PBB1|PAD1|VSR1|PBF1|TIR1|DDB1A|FBW2|SGT1B|GRH1|AT4G03020|SGT1A|AT4G24820|RPN1B|RPT2a|PBA1|RPN10|RPN8A|UBP12|EMB2107|AT5G15400|RPT6A|AT5G23540|PAA1|RAD23D|AT5G42190|AT5G42220|PAF1|CUL4|AFB5|ZTL|RPT3|AT1G12440|PBE1|AT1G15130|EMB2719|AT1G23390|CUL3|AT1G04810|ATS9|AT1G45000|RPT1A|PAE1|PBG1|UBC28|RPN12a,-8.5
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0019941,modification-dependent protein catabolic process,19_GO:0008152 metabolic process,-11,2.8,8.1,18982,490,771,55,7.1,0.93,815135|816224|816225|817087|817244|819718|820662|821195|821357|821774|822364|824289|824451|825253|825473|825890|826476|826728|828045|828111|828457|828585|828964|829025|829257|830019|830463|830548|830850|831392|832121|832420|833524|833835|834224|834227|834290|834663|835062|835842|835941|837801|837863|838077|838609|838947|839226|839409|839789|841065|841812|841822|842098|842728|842760,PAA2|AT2G17190|DSK2|EBF1|PAG1|RPT5A|UBP25|RAD23C|BTS|PAC1|PBB1|PAD1|VSR1|PBF1|TIR1|DDB1A|FBW2|SGT1B|GRH1|AT4G03020|SGT1A|AT4G24820|RPN1B|RPT2a|PBA1|RPN10|RPN8A|UBP12|EMB2107|AT5G15400|RPT6A|AT5G23540|PAA1|RAD23D|AT5G42190|AT5G42220|PAF1|CUL4|AFB5|ZTL|RPT3|AT1G12440|PBE1|AT1G15130|EMB2719|AT1G23390|CUL3|AT1G04810|ATS9|AT1G45000|RPT1A|PAE1|PBG1|UBC28|RPN12a,-8.2
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0044265,cellular macromolecule catabolic process,19_GO:0008152 metabolic process,-11,2.4,7.8,18982,691,771,68,8.8,1,815135|815840|816224|816225|817087|817244|819718|820662|821195|821357|821774|822364|824289|824451|824853|825025|825253|825473|825890|826476|826728|826942|828045|828111|828457|828585|828964|829025|829257|830019|830463|830548|830850|831392|832060|832121|832242|832420|833524|833835|834224|834227|834290|834663|834747|835062|835842|835941|836519|837801|837863|838077|838609|838947|839152|839226|839409|839574|839789|841065|841576|841812|841822|842098|842728|842760|842985|844267,PAA2|ABH1|AT2G17190|DSK2|EBF1|PAG1|RPT5A|UBP25|RAD23C|BTS|PAC1|PBB1|PAD1|VSR1|UBA2A|AT3G58560|PBF1|TIR1|DDB1A|FBW2|SGT1B|NYC1|GRH1|AT4G03020|SGT1A|AT4G24820|RPN1B|RPT2a|PBA1|RPN10|RPN8A|UBP12|EMB2107|AT5G15400|SMG7|RPT6A|LARP1a|AT5G23540|PAA1|RAD23D|AT5G42190|AT5G42220|PAF1|CUL4|LBA1|AFB5|ZTL|RPT3|SAL1|AT1G12440|PBE1|AT1G15130|EMB2719|AT1G23390|DCP5|CUL3|AT1G04810|DCL1|ATS9|AT1G45000|Y14|RPT1A|PAE1|PBG1|UBC28|RPN12a|CLPP3|ECT8,-8.1
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0043632,modification-dependent macromolecule catabolic process,19_GO:0008152 metabolic process,-11,2.7,7.9,18982,501,771,55,7.1,0.93,815135|816224|816225|817087|817244|819718|820662|821195|821357|821774|822364|824289|824451|825253|825473|825890|826476|826728|828045|828111|828457|828585|828964|829025|829257|830019|830463|830548|830850|831392|832121|832420|833524|833835|834224|834227|834290|834663|835062|835842|835941|837801|837863|838077|838609|838947|839226|839409|839789|841065|841812|841822|842098|842728|842760,PAA2|AT2G17190|DSK2|EBF1|PAG1|RPT5A|UBP25|RAD23C|BTS|PAC1|PBB1|PAD1|VSR1|PBF1|TIR1|DDB1A|FBW2|SGT1B|GRH1|AT4G03020|SGT1A|AT4G24820|RPN1B|RPT2a|PBA1|RPN10|RPN8A|UBP12|EMB2107|AT5G15400|RPT6A|AT5G23540|PAA1|RAD23D|AT5G42190|AT5G42220|PAF1|CUL4|AFB5|ZTL|RPT3|AT1G12440|PBE1|AT1G15130|EMB2719|AT1G23390|CUL3|AT1G04810|ATS9|AT1G45000|RPT1A|PAE1|PBG1|UBC28|RPN12a,-7.9
