Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0016050,vesicle organization,19_GO:0071840 cellular component organization or biogenesis,-8.7,9,9.7,18982,98,279,13,4.7,1.3,815065|816502|817556|818086|818380|821008|821216|825430|829037|831546|834730|838193|839208,VPS11|SNF7.2|AT2G30050|NPSN11|VCL1|NPSN13|AT3G01340|AT3G62560|SNF7.1|SYP21|VAM3|SYP51|VTI1B,-5.7
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:2000026,regulation of multicellular organismal development,19_GO:0032501 multicellular organismal process,-8.2,3.5,7.3,18982,571,279,29,10,1.8,816394|817252|818596|818982|819176|820463|823706|823916|825506|826470|827760|828219|828760|829012|829332|829824|830144|830313|830498|832543|835632|839401|839574|839984|840218|840981|841591|843432|844066,PHYB|SE|ELF4|MPK6|TCP9|PIE1|MPK3|TCP14|BIL4|CRY1|GSO1|BZO2H1|AT4G26540|NINJA|HSL1|HAM4|ABCD1|ZAT6|AT5G06110|AT5G24740|EDM2|AN|DCL1|SUF4|GTL1|SEU|MKK4|PIN3|EFS,-5.2
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0009888,tissue development,19_GO:0032502 developmental process,-8.1,3.2,7.1,18982,687,279,32,11,1.9,816394|816471|817252|818425|818982|819272|821096|823706|824129|826470|827463|827598|827760|828760|828983|829591|830498|831541|831959|832543|834719|834768|835179|836723|838260|839305|839401|840218|841591|843432|843832|843915,PHYB|FVE|SE|SCAR2|MPK6|AT2G46600|SEOa|MPK3|BAM2|CRY1|ERF6|MRH1|GSO1|AT4G26540|AT4G28650|RRTF1|AT5G06110|DOT2|PIR121|AT5G24740|MYC3|ERF2|RHD2|ZWI|UBC36|AT1G01910|AN|GTL1|MKK4|PIN3|ORA47|CLV1,-5.2
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0006397,mRNA processing,19_GO:0008152 metabolic process,-7.4,4.4,7.3,18982,310,279,20,7.2,1.5,815840|816197|817252|817470|822264|824590|827272|828576|829285|831541|834293|834382|835632|836541|836620|837505|839567|839657|841576|841976,ABH1|AT2G16940|SE|AT2G29210|AT3G26560|SUA|PRL1|FC2|RSZ22|DOT2|U2AF35B|AT5G43620|EDM2|SC35|CDKC2|U2A'|AT1G03140|ATU2AF35A|Y14|SCL33,-4.7
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0051239,regulation of multicellular organismal process,19_GO:0032501 multicellular organismal process,-7.2,3.1,6.7,18982,629,279,29,10,1.8,816394|817252|818596|818982|819176|820463|823706|823916|825506|826470|827760|828219|828760|829012|829332|829824|830144|830313|830498|832543|835632|839401|839574|839984|840218|840981|841591|843432|844066,PHYB|SE|ELF4|MPK6|TCP9|PIE1|MPK3|TCP14|BIL4|CRY1|GSO1|BZO2H1|AT4G26540|NINJA|HSL1|HAM4|ABCD1|ZAT6|AT5G06110|AT5G24740|EDM2|AN|DCL1|SUF4|GTL1|SEU|MKK4|PIN3|EFS,-4.6
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0050793,regulation of developmental process,19_GO:0032502 developmental process,-7.1,2.8,6.4,18982,794,279,33,12,1.9,816394|817252|818596|818982|819176|820463|823706|823916|824129|825506|826470|827760|828219|828760|829012|829332|829824|830144|830313|830498|832543|835632|836519|838598|839401|839574|839984|840218|840981|841591|843432|843915|844066,PHYB|SE|ELF4|MPK6|TCP9|PIE1|MPK3|TCP14|BAM2|BIL4|CRY1|GSO1|BZO2H1|AT4G26540|NINJA|HSL1|HAM4|ABCD1|ZAT6|AT5G06110|AT5G24740|EDM2|SAL1|ROP2|AN|DCL1|SUF4|GTL1|SEU|MKK4|PIN3|CLV1|EFS,-4.5
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0046907,intracellular transport,19_GO:0051179 localization,-7.1,3,6.5,18982,679,279,30,11,1.9,815065|816502|817556|818086|818380|818760|818881|820234|820806|820878|821008|821216|825430|827472|829037|830702|831546|832340|834730|835532|835643|836318|836603|838050|838193|839001|839208|839305|839401|839517,VPS11|SNF7.2|AT2G30050|NPSN11|VCL1|AT2G41620|PP5.2|NUP1|AT3G15640|AT3G16310|NPSN13|AT3G01340|AT3G62560|MOS6|SNF7.1|SYP132|SYP21|alpha-ADR|VAM3|CLUB|XYLT|AT5G61970|LIP1|NUP155|SYP51|GAMMA-ADAPTIN 1|VTI1B|AT1G01910|AN|IMPA-6,-4.4
WS_c1_which_mclass____4___1_,KEGG Pathway,24,ath03040,Spliceosome,,-6.8,5.3,7.4,18982,191,279,15,5.4,1.4,815840|822264|824853|827272|829285|831541|831923|834293|836541|837248|837505|839567|839657|841576|841976,ABH1|AT3G26560|UBA2A|PRL1|RSZ22|DOT2|AT5G02530|U2AF35B|SC35|MAC5A|U2A'|AT1G03140|ATU2AF35A|Y14|SCL33,-4.2
WS_c1_which_mclass____4___1_,KEGG Pathway,24,ko03040,Spliceosome,,-6.8,5.3,7.4,18982,191,279,15,5.4,1.4,815840|822264|824853|827272|829285|831541|831923|834293|836541|837248|837505|839567|839657|841576|841976,ABH1|AT3G26560|UBA2A|PRL1|RSZ22|DOT2|AT5G02530|U2AF35B|SC35|MAC5A|U2A'|AT1G03140|ATU2AF35A|Y14|SCL33,-4.2
WS_c1_which_mclass____4___1_,GO Biological Processes,19,GO:0090558,plant epidermis development,19_GO:0032502 developmental process,-6.8,4.4,7,18982,278,279,18,6.5,1.5,816394|816471|818425|818982|819272|823706|827598|827760|831959|834719|835179|836723|838260|839305|839401|840218|841591|843432,PHYB|FVE|SCAR2|MPK6|AT2G46600|MPK3|MRH1|GSO1|PIR121|MYC3|RHD2|ZWI|UBC36|AT1G01910|AN|GTL1|MKK4|PIN3,-4.2
