_MEMBER_WS_c1_which_mclass____4___1_,_LogP_WS_c1_which_mclass____4___1_,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-12.024366363087143,GO:0046907,M1,1,0,GO Biological Processes,19,intracellular transport,19_GO:0051179 localization,-12.024366363087143,2.1701928348917314,8.059431541394261,18982,679,1198,93,7.762938230383973,0.7731030492540931,814908|815065|816245|816289|816310|816502|817014|817429|817556|818086|818380|818760|818881|819122|819206|819263|819589|819945|820048|820234|820806|820873|820878|820997|821008|821066|821216|821641|821946|822095|822375|824037|824728|825430|825488|827472|827690|827706|827757|828105|828557|828991|829037|829399|829427|830031|830369|830499|830501|830702|831546|832259|832327|832340|832341|832505|834199|834300|834730|835114|835439|835516|835532|835643|835728|836318|836325|836603|837054|837804|838050|838193|838263|839001|839070|839081|839208|839305|839401|839517|839690|840608|841265|841312|841539|843032|843278|843468|843634|844294|844407|2745988|3768764,NMD3|VPS11|AP19|VPS35A|ATSLY1|SNF7.2|ARF3|ALB3|AT2G30050|NPSN11|VCL1|AT2G41620|PP5.2|PVA12|ATI1|AT2G46520|emb2458|PEX13|AT3G08960|NUP1|AT3G15640|AT3G16270|AT3G16310|AT3G17340|NPSN13|AT3G03160|AT3G01340|AT3G20920|AT3G23660|ERD2B|GC6|AT3G48760|eIF6A|AT3G62560|RANGAP1|MOS6|VPS54|ARA7|VSR7|AT4G01810|AT4G24550|XIH|SNF7.1|AT4G32640|AT4G32910|AT4G38760|AT5G01590|AT5G06120|SNX1|SYP132|SYP21|TPR7|emb1211|alpha-ADR|AT5G22780|AT5G24350|AT5G41940|SCP2|VAM3|AT5G50460|AT5G53570|ATM2|CLUB|XYLT|PEX5|AT5G61970|OXA1|LIP1|AT1G05520|AT1G12470|NUP155|SYP51|RABA1b|GAMMA-ADAPTIN 1|AT1G24560|THO2|VTI1B|AT1G01910|AN|IMPA-6|NTF2B|AT1G36980|AT1G48440|AT1G48900|AT1G51160|AT1G67120|AT1G69460|POK|VPS46.2|FTSH12|SAR3|AT5G18525|AT3G08943,-8.481258366734632,0,1,1,1,-12.024366363087143,2.1854815497092854,
1,-11.983548894649406,GO:0051649,M1,1,0,GO Biological Processes,19,establishment of localization in cell,19_GO:0051179 localization,-11.983548894649406,2.1257813275699244,8.01046863349566,18982,723,1198,97,8.096828046744575,0.7881235402764084,814908|815065|816245|816289|816310|816502|817014|817198|817429|817556|818086|818380|818760|818881|819122|819206|819263|819589|819945|820048|820234|820806|820873|820878|820997|821008|821066|821216|821641|821946|822095|822375|824037|824335|824728|825430|825488|827472|827690|827706|827757|828105|828557|828991|829037|829399|829427|830031|830369|830381|830499|830501|830702|831546|832259|832327|832340|832341|832505|834199|834300|834730|835114|835439|835516|835532|835643|835728|836318|836325|836603|837054|837804|838050|838193|838263|839001|839062|839070|839081|839208|839305|839401|839517|839690|840608|841265|841312|841539|843032|843278|843468|843634|844294|844407|2745988|3768764,NMD3|VPS11|AP19|VPS35A|ATSLY1|SNF7.2|ARF3|WEB1|ALB3|AT2G30050|NPSN11|VCL1|AT2G41620|PP5.2|PVA12|ATI1|AT2G46520|emb2458|PEX13|AT3G08960|NUP1|AT3G15640|AT3G16270|AT3G16310|AT3G17340|NPSN13|AT3G03160|AT3G01340|AT3G20920|AT3G23660|ERD2B|GC6|AT3G48760|AT3G51720|eIF6A|AT3G62560|RANGAP1|MOS6|VPS54|ARA7|VSR7|AT4G01810|AT4G24550|XIH|SNF7.1|AT4G32640|AT4G32910|AT4G38760|AT5G01590|SUN1|AT5G06120|SNX1|SYP132|SYP21|TPR7|emb1211|alpha-ADR|AT5G22780|AT5G24350|AT5G41940|SCP2|VAM3|AT5G50460|AT5G53570|ATM2|CLUB|XYLT|PEX5|AT5G61970|OXA1|LIP1|AT1G05520|AT1G12470|NUP155|SYP51|RABA1b|GAMMA-ADAPTIN 1|TNO1|AT1G24560|THO2|VTI1B|AT1G01910|AN|IMPA-6|NTF2B|AT1G36980|AT1G48440|AT1G48900|AT1G51160|AT1G67120|AT1G69460|POK|VPS46.2|FTSH12|SAR3|AT5G18525|AT3G08943,-8.481258366734632,0,1,0,0,-12.024366363087143,2.1854815497092854,
1,-9.552574831254589,GO:0006886,M1,1,0,GO Biological Processes,19,intracellular protein transport,19_GO:0051179 localization,-9.552574831254589,2.1854815497092854,7.128323998278968,18982,522,1198,72,6.010016694490818,0.6866733875865237,814908|815065|816245|816289|816310|817014|817429|818086|818380|818760|819122|819206|819263|819589|819945|820048|820234|820873|820878|820997|821008|821641|821946|822375|824037|824728|825430|825488|827472|827706|827757|828105|828557|829399|829427|830031|830369|830499|830501|830702|831546|832327|832340|832341|832505|834199|834730|835114|835439|835643|835728|836318|836325|836603|837054|837804|838050|838193|838263|839001|839081|839208|839305|839517|839690|841312|843032|843278|844294|844407|2745988|3768764,NMD3|VPS11|AP19|VPS35A|ATSLY1|ARF3|ALB3|NPSN11|VCL1|AT2G41620|PVA12|ATI1|AT2G46520|emb2458|PEX13|AT3G08960|NUP1|AT3G16270|AT3G16310|AT3G17340|NPSN13|AT3G20920|AT3G23660|GC6|AT3G48760|eIF6A|AT3G62560|RANGAP1|MOS6|ARA7|VSR7|AT4G01810|AT4G24550|AT4G32640|AT4G32910|AT4G38760|AT5G01590|AT5G06120|SNX1|SYP132|SYP21|emb1211|alpha-ADR|AT5G22780|AT5G24350|AT5G41940|VAM3|AT5G50460|AT5G53570|XYLT|PEX5|AT5G61970|OXA1|LIP1|AT1G05520|AT1G12470|NUP155|SYP51|RABA1b|GAMMA-ADAPTIN 1|THO2|VTI1B|AT1G01910|IMPA-6|NTF2B|AT1G48900|AT1G67120|AT1G69460|FTSH12|SAR3|AT5G18525|AT3G08943,-6.226375562395497,0,1,0,0,-12.024366363087143,2.1854815497092854,
1,-9.04566844115107,GO:0015031,M1,1,0,GO Biological Processes,19,protein transport,19_GO:0051179 localization,-9.04566844115107,2.07979332278034,6.848710917538714,18982,579,1198,76,6.343906510851419,0.7042356358304762,814908|815065|816245|816289|816310|817014|817107|817429|818086|818380|818760|819122|819206|819263|819589|819945|820048|820234|820873|820878|820997|821008|821641|821946|822375|824037|824728|825430|825488|827472|827706|827757|828105|828557|829399|829427|830031|830369|830499|830501|830702|831546|832327|832340|832341|832505|834199|834730|835114|835439|835643|835728|836318|836325|836603|837054|837454|837804|837894|838050|838193|838263|839001|839081|839208|839305|839517|839690|841312|843032|843278|843634|844294|844407|2745988|3768764,NMD3|VPS11|AP19|VPS35A|ATSLY1|ARF3|emb2410|ALB3|NPSN11|VCL1|AT2G41620|PVA12|ATI1|AT2G46520|emb2458|PEX13|AT3G08960|NUP1|AT3G16270|AT3G16310|AT3G17340|NPSN13|AT3G20920|AT3G23660|GC6|AT3G48760|eIF6A|AT3G62560|RANGAP1|MOS6|ARA7|VSR7|AT4G01810|AT4G24550|AT4G32640|AT4G32910|AT4G38760|AT5G01590|AT5G06120|SNX1|SYP132|SYP21|emb1211|alpha-ADR|AT5G22780|AT5G24350|AT5G41940|VAM3|AT5G50460|AT5G53570|XYLT|PEX5|AT5G61970|OXA1|LIP1|AT1G05520|AT1G09330|AT1G12470|AT1G13340|NUP155|SYP51|RABA1b|GAMMA-ADAPTIN 1|THO2|VTI1B|AT1G01910|IMPA-6|NTF2B|AT1G48900|AT1G67120|AT1G69460|VPS46.2|FTSH12|SAR3|AT5G18525|AT3G08943,-5.903943861041323,0,1,0,0,-12.024366363087143,2.1854815497092854,
1,-9.008294380284058,GO:0045184,M1,1,0,GO Biological Processes,19,establishment of protein localization,19_GO:0051179 localization,-9.008294380284058,2.0643740695858015,6.822736247271674,18982,591,1198,77,6.427378964941569,0.7085376650661196,814908|815065|816245|816289|816310|817014|817107|817429|818086|818380|818760|819122|819206|819263|819589|819945|820048|820234|820873|820878|820997|821008|821641|821946|822375|824037|824728|825430|825488|827472|827706|827757|827760|828105|828557|829399|829427|830031|830369|830499|830501|830702|831546|832327|832340|832341|832505|834199|834730|835114|835439|835643|835728|836318|836325|836603|837054|837454|837804|837894|838050|838193|838263|839001|839081|839208|839305|839517|839690|841312|843032|843278|843634|844294|844407|2745988|3768764,NMD3|VPS11|AP19|VPS35A|ATSLY1|ARF3|emb2410|ALB3|NPSN11|VCL1|AT2G41620|PVA12|ATI1|AT2G46520|emb2458|PEX13|AT3G08960|NUP1|AT3G16270|AT3G16310|AT3G17340|NPSN13|AT3G20920|AT3G23660|GC6|AT3G48760|eIF6A|AT3G62560|RANGAP1|MOS6|ARA7|VSR7|GSO1|AT4G01810|AT4G24550|AT4G32640|AT4G32910|AT4G38760|AT5G01590|AT5G06120|SNX1|SYP132|SYP21|emb1211|alpha-ADR|AT5G22780|AT5G24350|AT5G41940|VAM3|AT5G50460|AT5G53570|XYLT|PEX5|AT5G61970|OXA1|LIP1|AT1G05520|AT1G09330|AT1G12470|AT1G13340|NUP155|SYP51|RABA1b|GAMMA-ADAPTIN 1|THO2|VTI1B|AT1G01910|IMPA-6|NTF2B|AT1G48900|AT1G67120|AT1G69460|VPS46.2|FTSH12|SAR3|AT5G18525|AT3G08943,-5.903943861041323,0,1,0,0,-12.024366363087143,2.1854815497092854,
1,-8.288891149564057,GO:0015833,M1,1,0,GO Biological Processes,19,peptide transport,19_GO:0051179 localization,-8.288891149564057,1.9902856037931627,6.468762025897489,18982,613,1198,77,6.427378964941569,0.7085376650661196,814908|815065|816245|816289|816310|817014|817107|817429|818086|818380|818760|819122|819206|819263|819589|819945|820048|820234|820873|820878|820997|821008|821641|821946|822375|824037|824728|825430|825488|827472|827706|827757|828105|828557|829399|829427|830031|830369|830499|830501|830702|831546|832327|832340|832341|832505|834199|834730|835114|835439|835643|835728|836318|836325|836603|837054|837454|837804|837894|838050|838193|838263|839001|839081|839208|839305|839517|839690|841312|843032|843278|843544|843634|844294|844407|2745988|3768764,NMD3|VPS11|AP19|VPS35A|ATSLY1|ARF3|emb2410|ALB3|NPSN11|VCL1|AT2G41620|PVA12|ATI1|AT2G46520|emb2458|PEX13|AT3G08960|NUP1|AT3G16270|AT3G16310|AT3G17340|NPSN13|AT3G20920|AT3G23660|GC6|AT3G48760|eIF6A|AT3G62560|RANGAP1|MOS6|ARA7|VSR7|AT4G01810|AT4G24550|AT4G32640|AT4G32910|AT4G38760|AT5G01590|AT5G06120|SNX1|SYP132|SYP21|emb1211|alpha-ADR|AT5G22780|AT5G24350|AT5G41940|VAM3|AT5G50460|AT5G53570|XYLT|PEX5|AT5G61970|OXA1|LIP1|AT1G05520|AT1G09330|AT1G12470|AT1G13340|NUP155|SYP51|RABA1b|GAMMA-ADAPTIN 1|THO2|VTI1B|AT1G01910|IMPA-6|NTF2B|AT1G48900|AT1G67120|AT1G69460|AT1G72130|VPS46.2|FTSH12|SAR3|AT5G18525|AT3G08943,-5.263721876368947,0,1,0,0,-12.024366363087143,2.1854815497092854,
1,-8.10857347538213,GO:0042886,M1,1,0,GO Biological Processes,19,amide transport,19_GO:0051179 localization,-8.10857347538213,1.9617298672390493,6.371693943296475,18982,630,1198,78,6.510851419031719,0.7128055714732169,814908|815065|816245|816289|816310|817014|817107|817429|818086|818380|818760|819122|819206|819263|819589|819945|820048|820234|820873|820878|820997|821008|821641|821946|822375|824037|824728|825430|825488|827472|827706|827757|828105|828557|829399|829427|830031|830144|830369|830499|830501|830702|831546|832327|832340|832341|832505|834199|834730|835114|835439|835643|835728|836318|836325|836603|837054|837454|837804|837894|838050|838193|838263|839001|839081|839208|839305|839517|839690|841312|843032|843278|843544|843634|844294|844407|2745988|3768764,NMD3|VPS11|AP19|VPS35A|ATSLY1|ARF3|emb2410|ALB3|NPSN11|VCL1|AT2G41620|PVA12|ATI1|AT2G46520|emb2458|PEX13|AT3G08960|NUP1|AT3G16270|AT3G16310|AT3G17340|NPSN13|AT3G20920|AT3G23660|GC6|AT3G48760|eIF6A|AT3G62560|RANGAP1|MOS6|ARA7|VSR7|AT4G01810|AT4G24550|AT4G32640|AT4G32910|AT4G38760|ABCD1|AT5G01590|AT5G06120|SNX1|SYP132|SYP21|emb1211|alpha-ADR|AT5G22780|AT5G24350|AT5G41940|VAM3|AT5G50460|AT5G53570|XYLT|PEX5|AT5G61970|OXA1|LIP1|AT1G05520|AT1G09330|AT1G12470|AT1G13340|NUP155|SYP51|RABA1b|GAMMA-ADAPTIN 1|THO2|VTI1B|AT1G01910|IMPA-6|NTF2B|AT1G48900|AT1G67120|AT1G69460|AT1G72130|VPS46.2|FTSH12|SAR3|AT5G18525|AT3G08943,-5.20834293879532,0,1,0,0,-12.024366363087143,2.1854815497092854,
1,-8.035522925775709,GO:0034613,M1,1,0,GO Biological Processes,19,cellular protein localization,19_GO:0051179 localization,-8.035522925775709,1.9352355707349398,6.322214190912777,18982,655,1198,80,6.67779632721202,0.7212414340021184,814908|815065|816245|816289|816310|816951|817014|817429|818086|818380|818760|819122|819206|819263|819589|819945|820048|820234|820414|820873|820878|820997|821008|821066|821641|821946|822095|822375|824037|824728|825430|825488|827472|827706|827757|828105|828557|829399|829427|830031|830034|830369|830381|830499|830501|830702|831546|832327|832340|832341|832505|834199|834730|835114|835439|835643|835728|836318|836325|836603|837054|837804|838050|838193|838263|839001|839081|839208|839305|839517|839690|841265|841312|841372|843032|843278|844294|844407|2745988|3768764,NMD3|VPS11|AP19|VPS35A|ATSLY1|AT2G24170|ARF3|ALB3|NPSN11|VCL1|AT2G41620|PVA12|ATI1|AT2G46520|emb2458|PEX13|AT3G08960|NUP1|ITN1|AT3G16270|AT3G16310|AT3G17340|NPSN13|AT3G03160|AT3G20920|AT3G23660|ERD2B|GC6|AT3G48760|eIF6A|AT3G62560|RANGAP1|MOS6|ARA7|VSR7|AT4G01810|AT4G24550|AT4G32640|AT4G32910|AT4G38760|AT4G38790|AT5G01590|SUN1|AT5G06120|SNX1|SYP132|SYP21|emb1211|alpha-ADR|AT5G22780|AT5G24350|AT5G41940|VAM3|AT5G50460|AT5G53570|XYLT|PEX5|AT5G61970|OXA1|LIP1|AT1G05520|AT1G12470|NUP155|SYP51|RABA1b|GAMMA-ADAPTIN 1|THO2|VTI1B|AT1G01910|IMPA-6|NTF2B|AT1G48440|AT1G48900|RTV1|AT1G67120|AT1G69460|FTSH12|SAR3|AT5G18525|AT3G08943,-5.186444911636279,0,1,0,0,-12.024366363087143,2.1854815497092854,
1,-7.9820466000901895,GO:0070727,M1,1,0,GO Biological Processes,19,cellular macromolecule localization,19_GO:0051179 localization,-7.9820466000901895,1.9032033611252714,6.277389442698173,18982,691,1198,83,6.928213689482471,0.7336539376194815,814908|815065|816245|816289|816310|816951|817014|817429|818086|818380|818760|819056|819122|819206|819263|819589|819945|820048|820234|820414|820873|820878|820997|821008|821066|821641|821946|822095|822375|824037|824728|825430|825488|827472|827706|827757|828105|828557|829399|829427|830031|830034|830369|830381|830499|830501|830702|831546|832327|832340|832341|832505|833577|834199|834730|835114|835439|835643|835728|836318|836325|836603|837054|837804|838050|838193|838263|839001|839081|839208|839305|839517|839567|839690|841265|841312|841372|843032|843278|844294|844407|2745988|3768764,NMD3|VPS11|AP19|VPS35A|ATSLY1|AT2G24170|ARF3|ALB3|NPSN11|VCL1|AT2G41620|PEN2|PVA12|ATI1|AT2G46520|emb2458|PEX13|AT3G08960|NUP1|ITN1|AT3G16270|AT3G16310|AT3G17340|NPSN13|AT3G03160|AT3G20920|AT3G23660|ERD2B|GC6|AT3G48760|eIF6A|AT3G62560|RANGAP1|MOS6|ARA7|VSR7|AT4G01810|AT4G24550|AT4G32640|AT4G32910|AT4G38760|AT4G38790|AT5G01590|SUN1|AT5G06120|SNX1|SYP132|SYP21|emb1211|alpha-ADR|AT5G22780|AT5G24350|AT5G35910|AT5G41940|VAM3|AT5G50460|AT5G53570|XYLT|PEX5|AT5G61970|OXA1|LIP1|AT1G05520|AT1G12470|NUP155|SYP51|RABA1b|GAMMA-ADAPTIN 1|THO2|VTI1B|AT1G01910|IMPA-6|AT1G03140|NTF2B|AT1G48440|AT1G48900|RTV1|AT1G67120|AT1G69460|FTSH12|SAR3|AT5G18525|AT3G08943,-5.178726076511436,0,1,0,0,-12.024366363087143,2.1854815497092854,
1,-7.927283591159096,GO:0008104,M1,1,0,GO Biological Processes,19,protein localization,19_GO:0051179 localization,-7.927283591159096,1.865348426900043,6.227852631952179,18982,739,1198,87,7.262103505843072,0.7497758169424558,814908|815065|816245|816289|816310|816951|817014|817107|817429|818086|818380|818760|819122|819206|819263|819589|819945|820048|820234|820414|820873|820878|820997|821008|821066|821641|821946|822095|822375|824037|824330|824728|825430|825488|827472|827706|827757|827760|828105|828557|829399|829427|830031|830034|830369|830381|830499|830501|830702|831546|832327|832340|832341|832505|834199|834730|835114|835439|835643|835728|836318|836325|836603|837054|837454|837804|837881|837894|838050|838193|838263|839001|839081|839208|839305|839517|839690|841265|841312|841372|843032|843278|843634|844294|844407|2745988|3768764,NMD3|VPS11|AP19|VPS35A|ATSLY1|AT2G24170|ARF3|emb2410|ALB3|NPSN11|VCL1|AT2G41620|PVA12|ATI1|AT2G46520|emb2458|PEX13|AT3G08960|NUP1|ITN1|AT3G16270|AT3G16310|AT3G17340|NPSN13|AT3G03160|AT3G20920|AT3G23660|ERD2B|GC6|AT3G48760|AT3G51670|eIF6A|AT3G62560|RANGAP1|MOS6|ARA7|VSR7|GSO1|AT4G01810|AT4G24550|AT4G32640|AT4G32910|AT4G38760|AT4G38790|AT5G01590|SUN1|AT5G06120|SNX1|SYP132|SYP21|emb1211|alpha-ADR|AT5G22780|AT5G24350|AT5G41940|VAM3|AT5G50460|AT5G53570|XYLT|PEX5|AT5G61970|OXA1|LIP1|AT1G05520|AT1G09330|AT1G12470|ACA.l|AT1G13340|NUP155|SYP51|RABA1b|GAMMA-ADAPTIN 1|THO2|VTI1B|AT1G01910|IMPA-6|NTF2B|AT1G48440|AT1G48900|RTV1|AT1G67120|AT1G69460|VPS46.2|FTSH12|SAR3|AT5G18525|AT3G08943,-5.1653557527385665,0,1,0,0,-12.024366363087143,2.1854815497092854,
